Loading vocab...
token_vocab: 8393, post_vocab: 146, pos_vocab: 19, dep_vocab: 51, pol_vocab: 3
cuda memory allocated: 1847369728
n_trainable_params: 210453, n_nontrainable_params: 2517900
training arguments:
>>> model_name: dualgcn
>>> dataset: mams
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f6ce83d3940>
>>> learning_rate: 1e-05
>>> l2reg: 0.0001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 30
>>> pos_dim: 30
>>> hidden_dim: 50
>>> num_layers: 2
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> gcn_dropout: 0.1
>>> lower: True
>>> direct: False
>>> loop: True
>>> bidirect: True
>>> rnn_hidden: 50
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> attention_heads: 1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0
>>> vocab_dir: ./DualGCN/dataset/MAMS_stanza
>>> pad_id: 0
>>> parseadj: True
>>> parsehead: False
>>> cuda: 0
>>> losstype: doubleloss
>>> alpha: 0.2
>>> beta: 0.3
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> diff_lr: False
>>> bert_lr: 2e-05
>>> model_class: <class 'models.dualgcn.DualGCNClassifier'>
>>> dataset_file: {'train': './DualGCN/dataset/MAMS_stanza/train.json', 'test': './DualGCN/dataset/MAMS_stanza/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 146
>>> pos_size: 19
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./DualGCN/state_dict/dualgcn_mams_acc_0.2994_f1_0.1536
loss: 1.4982, acc: 0.2500, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2875, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2920, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2933, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2976, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2988, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3029, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3011, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3004, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2987, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2971, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2991, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2984, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3003, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2988, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3015, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3025, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3018, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3019, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3037, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3046, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3055, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3048, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3064, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3065, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3073, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3051, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3067, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3068, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3047, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3076, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3069, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3077, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3071, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3044, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3025, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3026, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3027, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3054, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3048, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3049, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3044, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3032, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3021, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3010, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3017, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3042, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3042, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3026, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3021, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3005, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2983, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.2995, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3008, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3020, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3037, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3054, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3050, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3061, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3072, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3062, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3063, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3063, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3058, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3044, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3044, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3060, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3046, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3051, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3047, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3057, test_acc: 0.2994, f1: 0.1536
loss: nan, acc: 0.3067, test_acc: 0.2994, f1: 0.1536
